City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,merizo village,13.2658,144.6691,26.1,83,100,8.3,GU,1706461709
362,al hazm,16.1641,44.7769,25.09,31,92,1.48,YE,1706461709
363,qarazhal,48.0078,70.7903,-15.21,94,30,4.25,KZ,1706461709
364,portland,45.5234,-122.6762,15.81,96,100,2.24,US,1706461514
365,bouna,9.2667,-3.0,34.92,9,5,2.8,CI,1706461710
366,petauke,-14.2426,31.3253,22.58,74,39,1.36,ZM,1706461710
367,lensk,60.7253,114.9278,-35.54,100,99,0.72,RU,1706461710
368,arawa,-6.2132,155.5367,25.43,86,100,0.37,PG,1706461710
369,muana,-1.5283,-49.2167,32.35,52,97,2.45,BR,1706461669
370,south hedland,-20.4089,118.5983,26.96,78,100,6.69,AU,1706461711
371,sitka,57.0531,-135.33,7.94,76,100,10.29,US,1706461711
372,yaren,-0.5472,166.916,28.37,76,100,6.74,NR,1706461711
373,el tarf,36.7672,8.3138,15.87,74,10,2.66,DZ,1706461712
374,atascadero,35.4894,-120.6707,16.68,66,95,3.29,US,1706461644
375,sinabang,2.4803,96.3801,26.89,81,74,0.84,ID,1706461712
376,akureyri,65.6835,-18.0878,-8.51,86,53,4.22,IS,1706461712
377,manay,7.215,126.5397,25.48,82,84,4.53,PH,1706461712
378,madera,37.1666,-119.8343,18.93,73,97,0.96,US,1706461713
379,riohacha,11.5444,-72.9072,33.06,46,20,7.72,CO,1706461713
380,puerto aysen,-45.4,-72.7,22.74,29,6,1.98,CL,1706461713
381,vila velha,-20.3297,-40.2925,27.97,92,40,5.14,BR,1706461713
382,labrador city,52.9463,-66.9114,-17.07,81,96,5.38,CA,1706461714
383,angaur state,6.906,134.13,27.61,84,58,5.45,PW,1706461714
384,arauquita,7.0292,-71.4281,35.44,28,98,1.86,CO,1706461714
385,visby,57.6409,18.296,3.12,87,0,6.69,SE,1706461714
386,jabat,7.75,168.9751,26.15,68,100,6.48,MH,1706461715
387,sokoni,-6.4333,39.55,28.11,81,65,6.44,TZ,1706461715
388,melfi,40.9965,15.6514,4.72,72,10,2.02,IT,1706461715
389,callao,-12.0667,-77.15,28.16,65,40,5.66,PE,1706461716
390,kuanda,56.3161,116.0806,-35.29,96,57,0.48,RU,1706461716
391,kangdong-up,39.1425,126.0961,-8.36,95,9,0.71,KP,1706461716
392,san rafael,-34.6177,-68.3301,35.38,19,29,5.98,AR,1706461716
393,iquique,-20.2208,-70.1431,24.43,69,3,3.01,CL,1706461717
394,sault ste. marie,46.5168,-84.3333,2.16,80,100,1.54,CA,1706461634
395,arar,30.9753,41.0381,13.01,35,40,2.06,SA,1706461717
396,san julian,21.0167,-102.1667,16.62,47,37,3.93,MX,1706461717
397,sechura,-5.5569,-80.8222,28.93,59,84,3.25,PE,1706461626
398,dhidhdhoo,6.8833,73.1,26.99,71,71,3.51,MV,1706461489
399,la puebla de montalban,39.863,-4.3592,15.29,62,100,1.08,ES,1706461718
400,fada,9.5667,8.3,30.72,15,2,0.82,NG,1706461718
401,ad dawhah,31.6995,35.1805,7.91,89,55,3.13,PS,1706461718
402,recreo,-29.2818,-65.061,35.18,23,3,7.8,AR,1706461719
403,fort wellington,6.4,-57.6,29.78,59,60,4.41,GY,1706461719
404,santa terezinha,-29.9002,-50.0904,24.76,70,49,3.68,BR,1706461719
405,mulanje,-16.0316,35.5,22.08,72,4,1.97,MW,1706461719
406,macau,22.2006,113.5461,13.89,82,40,4.63,MO,1706461720
407,luanda,-8.8368,13.2343,27.14,79,92,4.76,AO,1706461720
408,tafuna,-14.3358,-170.72,27.97,94,75,1.54,AS,1706461720
409,nishinoomote,30.7333,131.0,10.46,52,0,2.06,JP,1706461720
410,nemuro,43.3236,145.575,0.13,87,95,6.6,JP,1706461721
411,wewak,-3.5534,143.6268,26.7,83,100,1.44,PG,1706461721
412,coquimbo,-29.9533,-71.3436,20.46,74,92,3.08,CL,1706461721
413,mumbwa,-14.9783,27.0619,20.37,73,3,1.27,ZM,1706461721
414,guangzhou,23.1167,113.25,9.97,61,100,2.41,CN,1706461589
415,prado,-17.3411,-39.2208,25.11,91,100,4.6,BR,1706461722
416,tucurui,-3.7661,-49.6725,25.02,90,100,0.72,BR,1706461722
417,dunay,42.8803,132.3375,-14.6,76,7,4.33,RU,1706461722
418,beira,-19.8436,34.8389,25.56,73,2,3.7,MZ,1706461723
419,nadym,65.5333,72.5167,-11.7,96,100,4.42,RU,1706461723
420,pacific grove,36.6177,-121.9166,16.35,79,0,1.79,US,1706461608
421,puerto san jose,13.9256,-90.8244,31.45,45,18,3.14,GT,1706461723
422,flying fish cove,-10.4217,105.6791,26.82,94,75,2.06,CX,1706461723
423,kalmunai,7.4167,81.8167,25.5,83,77,5.03,LK,1706461724
424,sa'dah,16.9402,43.7639,17.07,70,83,0.84,YE,1706461724
425,olyokminsk,60.3736,120.4264,-35.98,100,93,0.29,RU,1706461724
426,grand falls-windsor,48.9332,-55.6649,-0.28,73,92,2.68,CA,1706461540
427,papao,-17.75,-149.55,28.82,76,62,1.13,PF,1706461725
428,owen sound,44.5672,-80.9435,3.51,88,100,4.02,CA,1706461725
429,galveston,29.3669,-94.9669,13.35,71,0,6.69,US,1706461725
430,la'ie,21.6477,-157.9253,24.98,90,24,5.81,US,1706461725
431,san juan de miraflores,-12.1629,-76.9635,27.29,71,97,4.06,PE,1706461726
432,santiago de cao,-7.9589,-79.2392,25.07,78,0,6.17,PE,1706461726
433,porto novo,6.4965,2.6036,30.55,31,7,3.77,BJ,1706461726
434,santa elena de uairen,4.6167,-61.1333,31.2,35,70,1.37,VE,1706461726
435,alo,7.4178,6.7371,36.46,13,24,1.8,NG,1706461726
436,klaksvik,62.2266,-6.589,5.51,91,100,12.43,FO,1706461727
437,ocean city,39.2776,-74.5746,6.68,92,100,5.81,US,1706461524
438,ketchikan,55.3422,-131.6461,10.99,81,100,5.66,US,1706461727
439,egilsstadir,65.2653,-14.3948,-4.49,82,95,4.35,IS,1706461727
440,chibougamau,49.9168,-74.3659,-6.21,93,100,4.12,CA,1706461727
441,mahibadhoo,3.7833,72.9667,27.68,74,4,6.74,MV,1706461728
442,woolgoolga,-30.1106,153.2007,24.47,92,100,4.53,AU,1706461728
443,lewin brzeski,50.7487,17.6169,0.23,36,90,3.28,PL,1706461728
444,beaufort west,-32.3567,22.583,33.67,13,76,6.32,ZA,1706461728
445,rouyn-noranda,48.2398,-79.0288,-2.95,80,100,2.06,CA,1706461441
446,khanty-mansiysk,61.0042,69.0019,-16.94,78,40,2.0,RU,1706461729
447,felipe carrillo puerto,19.5833,-88.05,27.68,70,12,2.54,MX,1706461729
448,magdagachi,53.45,125.8,-23.26,97,100,2.73,RU,1706461729
449,glace bay,46.1969,-59.957,-0.51,83,100,6.17,CA,1706461729
450,nagqu,31.5,92.0,-14.89,52,70,0.34,CN,1706461729
451,homer,59.6425,-151.5483,-12.07,60,0,2.57,US,1706461730
452,hilo,19.7297,-155.09,25.71,84,0,2.06,US,1706461730
453,agat village,13.3886,144.6585,26.31,75,100,4.63,GU,1706461730
454,ulsan,35.5372,129.3167,0.15,65,1,1.61,KR,1706461730
455,mersa matruh,31.3525,27.2453,14.86,57,5,2.65,EG,1706461730
456,arno,60.1167,18.6333,3.21,85,98,8.03,SE,1706461731
457,kapit,2.0167,112.9333,23.62,100,72,0.25,MY,1706461731
458,flin flon,54.7682,-101.865,-3.28,88,94,0.76,CA,1706461731
459,tolanaro,-25.0319,46.9987,24.24,83,97,5.48,MG,1706461731
460,irymple,-34.25,142.1667,22.14,40,0,2.35,AU,1706461731
461,sao lourenco da serra,-23.8525,-46.9425,27.77,59,62,2.11,BR,1706461732
462,embi,48.8264,58.1442,-11.69,84,100,5.02,KZ,1706461732
463,banavar,13.4136,76.1683,22.14,43,87,2.51,IN,1706461732
464,poyarkovo,49.6,128.6833,-16.58,97,100,2.47,RU,1706461732
465,terrace,54.5163,-128.6035,3.95,93,100,1.03,CA,1706461733
466,al burayqah,30.4062,19.5739,16.66,62,10,7.73,LY,1706461733
467,hailar,49.2,119.7,-34.98,100,20,2.26,CN,1706461733
468,viana do castelo,41.6932,-8.8329,15.58,75,93,4.2,PT,1706461733
469,sao joao da barra,-21.6403,-41.0511,29.05,87,100,1.22,BR,1706461733
470,podilsk,47.7578,29.5298,-0.46,75,100,4.82,UA,1706461733
471,bubaque,11.2833,-15.8333,27.04,58,54,4.55,GW,1706461734
472,rizokarpaso,35.6,34.375,11.63,41,4,1.57,CY,1706461734
473,samobor,45.8031,15.7181,7.03,75,0,1.54,HR,1706461734
474,basco,20.4487,121.9702,23.17,72,82,9.1,PH,1706461734
475,rakops,-21.0167,24.3333,31.39,31,100,3.62,BW,1706461735
476,sandnessjoen,66.0217,12.6316,8.06,71,75,12.86,NO,1706461735
477,ramadi,33.4226,43.3058,12.22,30,0,1.85,IQ,1706461735
478,geraldton,-28.7667,114.6,20.23,77,8,7.72,AU,1706461704
479,uchiza,-8.4592,-76.4633,29.26,70,95,0.72,PE,1706461735
480,majene,-3.5403,118.9707,25.67,87,92,2.14,ID,1706461736
481,duba,27.3513,35.6901,18.49,51,2,4.89,SA,1706461736
482,karema,-6.8205,30.4389,23.72,82,75,1.7,TZ,1706461736
483,kulhudhuffushi,6.6221,73.07,27.21,71,94,4.0,MV,1706461736
484,valley city,46.9233,-98.0032,0.29,100,0,4.12,US,1706461444
485,ghanzi,-21.5667,21.7833,29.73,33,97,2.71,BW,1706461737
486,cockburn town,21.4612,-71.1419,25.26,68,0,7.03,TC,1706461737
487,tongchuanshi,35.0806,109.0897,-0.55,54,0,0.22,CN,1706461737
488,petrov val,50.1434,45.2096,-8.09,90,100,4.19,RU,1706461737
489,bac lieu,9.285,105.7244,24.68,77,20,7.58,VN,1706461738
490,haradok,55.4624,29.9816,-7.58,98,26,1.74,BY,1706461738
491,dryden,49.7833,-92.7503,-4.84,100,100,2.57,CA,1706461738
492,jiaozuo,35.2397,113.2331,2.7,34,10,1.31,CN,1706461738
493,bilokurakyne,49.5341,38.7307,-0.29,98,100,2.96,UA,1706461738
494,mount pearl,47.5166,-52.7813,-0.08,83,100,3.58,CA,1706461739
495,ascoli piceno,42.8548,13.5749,9.03,73,1,1.0,IT,1706461739
496,beau vallon,-20.4189,57.6953,27.9,85,19,3.94,MU,1706461739
497,veshenskaya,49.6303,41.7334,-2.72,89,100,3.58,RU,1706461739
498,muynoq,43.7683,59.0214,0.89,81,84,4.1,UZ,1706461739
499,malabo,3.75,8.7833,29.92,66,20,3.09,GQ,1706461740
500,valparaiso,-33.0393,-71.6273,27.3,74,100,2.57,CL,1706461740
501,esil,51.9556,66.4042,-20.85,100,59,1.13,KZ,1706461740
502,calliope,-24.0,151.2,28.16,89,75,3.6,AU,1706461740
503,matonga,-2.3833,34.0833,20.36,83,81,1.37,TZ,1706461740
504,chyorny yar,48.0624,46.1091,-3.46,96,100,5.16,RU,1706461741
505,amal,59.051,12.7049,3.09,73,100,7.61,SE,1706461741
506,malangawa,26.8568,85.5581,12.53,43,93,1.38,NP,1706461741
507,punta gorda,26.9298,-82.0454,22.22,86,100,5.66,US,1706461546
508,villanueva,15.3167,-88.0,30.02,67,47,1.84,HN,1706461742
509,khandyga,62.6667,135.6,-44.71,100,98,0.35,RU,1706461742
510,xai-xai,-25.0519,33.6442,24.24,72,17,4.98,MZ,1706461742
511,usogorsk,63.4106,48.6872,-6.85,94,100,3.87,RU,1706461743
512,poli,-3.3333,36.8,18.56,70,77,1.36,TZ,1706461743
513,kismayo,-0.3582,42.5454,26.99,84,48,6.18,SO,1706461743
514,spisska nova ves,48.9446,20.5615,1.78,69,49,1.5,SK,1706461743
515,mossel bay,-34.1831,22.146,21.02,78,100,1.28,ZA,1706461744
516,kalemie,-5.9475,29.1947,22.64,89,97,2.5,CD,1706461744
517,choele choel,-39.2667,-65.6833,37.66,16,96,8.98,AR,1706461745
518,vila franca do campo,37.7167,-25.4333,15.23,62,26,5.57,PT,1706461745
519,wamba,8.9333,8.6,33.07,13,3,3.08,NG,1706461745
520,nalut,30.3333,10.85,13.98,56,0,4.18,LY,1706461746
521,mascara,35.3966,0.1403,17.69,31,96,1.96,DZ,1706461746
522,itoman,26.1247,127.6694,16.43,57,20,3.09,JP,1706461746
523,namasuba,0.6894,32.4214,21.77,65,78,1.89,UG,1706461747
524,northam,51.0333,-4.2167,13.14,91,100,8.59,GB,1706461747
525,siwa oasis,29.2041,25.5195,16.62,47,28,4.13,EG,1706461747
526,broome,42.2506,-75.833,2.43,95,100,1.54,US,1706461612
527,sudogda,55.9539,40.8629,-12.38,100,99,1.05,RU,1706461748
528,juneau,58.3019,-134.4197,4.67,97,100,8.75,US,1706461748
529,korla,41.7597,86.1469,-7.98,80,56,1.06,CN,1706461748
530,barah,13.7,30.3667,20.38,17,62,4.79,SD,1706461748
531,mercedes,-34.6515,-59.4307,31.03,20,63,5.86,AR,1706461749
532,xishan,27.6667,113.5,7.35,80,95,0.64,CN,1706461523
533,oyon,-10.6681,-76.7731,13.67,71,96,1.92,PE,1706461751
534,jalai nur,49.45,117.7,-30.26,90,4,2.02,CN,1706461751
535,kargat,55.1956,80.2811,-14.85,98,100,1.74,RU,1706461751
536,dahab,28.501,34.5134,16.14,51,3,4.87,EG,1706461751
537,mawlamyinegyunn,16.3833,95.2667,21.67,75,14,2.49,MM,1706461752
538,kudahuvadhoo,2.6708,72.8944,27.66,71,8,7.2,MV,1706461752
539,coxim,-18.5067,-54.76,37.39,15,22,4.05,BR,1706461752
540,monrovia,6.3005,-10.7969,29.38,69,6,5.56,LR,1706461752
541,owando,-0.4819,15.8999,32.39,31,76,0.6,CG,1706461752
542,neryungri,56.6709,124.6491,-32.84,98,100,1.91,RU,1706461753
543,tan-tan,28.438,-11.1032,27.02,15,0,2.18,MA,1706461753
544,guajara mirim,-10.7828,-65.3394,34.34,47,96,2.29,BR,1706461753
545,nema,57.5067,50.5011,-15.36,100,91,1.74,RU,1706461754
546,isiro,2.7739,27.616,24.52,39,100,1.4,CD,1706461754
547,coalcoman de vazquez pallares,18.7833,-103.15,28.99,20,34,0.71,MX,1706461754
548,petoskey,45.3733,-84.9553,1.98,91,100,0.0,US,1706461755
549,ijui,-28.3878,-53.9147,26.95,56,0,1.02,BR,1706461708
550,kobayashi,31.9833,130.9833,2.1,85,2,1.83,JP,1706461755
551,velikiye luki,56.34,30.5452,-6.86,97,14,2.3,RU,1706461755
552,takoradi,4.8845,-1.7554,28.87,60,7,4.09,GH,1706461755
553,rabigh,22.7986,39.0349,22.45,49,99,4.99,SA,1706461756
554,pizarro,4.9533,-77.366,28.7,77,34,1.5,CO,1706461756
555,mragowo,53.8644,21.3051,3.0,92,31,2.42,PL,1706461756
556,lompoc,34.6391,-120.4579,20.88,66,0,5.14,US,1706461603
557,maragogipe,-12.7778,-38.9194,29.77,69,87,1.5,BR,1706461757
558,tralee,52.2704,-9.7026,9.14,87,100,2.06,IE,1706461757
559,serenje,-13.2325,30.2352,18.75,92,80,3.11,ZM,1706461757
560,morehead city,34.7229,-76.726,22.23,87,0,9.77,US,1706461757
561,da nang,16.0678,108.2208,19.99,77,75,3.09,VN,1706461757
562,palitana,21.5167,71.8333,22.43,35,70,2.47,IN,1706461758
563,puerto cabezas,14.0351,-83.3888,27.86,72,13,5.2,NI,1706461758
564,sake,-1.5736,29.045,19.51,87,98,0.94,CD,1706461758
565,iranduba,-3.2847,-60.1861,33.18,53,100,2.25,BR,1706461590
566,punata,-17.55,-65.8333,22.25,55,86,1.52,BO,1706461759
567,tejen,37.3834,60.5054,7.2,75,100,5.58,TM,1706461756
568,preobrazheniye,42.9019,133.9064,-7.48,77,9,1.91,RU,1706461759
569,rohri,27.6922,68.8951,13.93,77,100,0.0,PK,1706461759
570,salinas,36.6777,-121.6555,18.73,72,0,8.75,US,1706461760
